video_name,frame_idx,track_id,class_id,x1,y1,x2,y2,cx,cy,dx,dy,dframes,velocity,direction,acceleration,direction_change,rolling_dx,rolling_dy,traj_direction,curvature
mjKiqWEZoAM_00,0,6,0,989.5000002833332,577.99999975,1023.4999997166668,608.00000025,1006.5,593.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
mjKiqWEZoAM_00,0,4,0,1340.00000025,515.49999975,1359.99999975,535.50000025,1350.0,525.5,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
mjKiqWEZoAM_00,0,3,0,1260.0000002826089,552.99999975,1285.9999997173911,576.00000025,1273.0,564.5,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
mjKiqWEZoAM_00,0,2,0,1314.0000003055554,545.49999975,1335.9999996944446,563.50000025,1325.0,554.5,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
mjKiqWEZoAM_00,0,1,0,817.0000003263889,620.99999975,863.9999996736111,657.00000025,840.5,639.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
mjKiqWEZoAM_00,1,6,0,981.5,579.0,1015.5,611.0,998.5,595.0,-8.0,2.0,1.0,8.246211251235321,2.896613990462929,0.0,0.0,-8.0,2.0,2.896613990462929,0.0
mjKiqWEZoAM_00,1,4,0,1340.0,515.0,1360.0,535.0,1350.0,525.0,0.0,-0.5,1.0,0.5,-1.5707963267948966,0.0,0.0,0.0,-0.5,-1.5707963267948966,0.0
mjKiqWEZoAM_00,1,3,0,1261.0,552.0,1287.0,574.0,1274.0,563.0,1.0,-1.5,1.0,1.8027756377319946,-0.9827937232473289,0.0,0.0,1.0,-1.5,-0.9827937232473289,0.0
mjKiqWEZoAM_00,1,2,0,1315.0,544.0,1337.0,562.0,1326.0,553.0,1.0,-1.5,1.0,1.8027756377319946,-0.9827937232473289,0.0,0.0,1.0,-1.5,-0.9827937232473289,0.0
mjKiqWEZoAM_00,1,1,0,802.0,624.0,852.0,661.0,827.0,642.5,-13.5,3.5,1.0,13.946325680981353,2.8879185574511506,0.0,0.0,-13.5,3.5,2.8879185574511506,0.0
mjKiqWEZoAM_00,2,6,0,974.0,582.0,1008.0,614.0,991.0,598.0,-7.5,3.0,1.0,8.077747210701755,2.761086276477428,-0.168464040533566,-0.13552771398550073,-7.75,2.5,2.82955053202726,0.04517590466183358
mjKiqWEZoAM_00,2,4,0,1341.0,514.0,1361.0,534.0,1351.0,524.0,1.0,-1.0,1.0,1.4142135623730951,-0.7853981633974483,0.9142135623730951,0.7853981633974483,0.5,-0.75,-0.9827937232473289,0.2617993877991494
mjKiqWEZoAM_00,2,3,0,1260.0,548.5,1288.0,573.5,1274.0,561.0,0.0,-2.0,1.0,2.0,-1.5707963267948966,0.19722436226800544,-0.5880026035475675,0.5,-1.75,-1.2924966677897851,0.19600086784918916
mjKiqWEZoAM_00,2,2,0,1314.0,543.5,1338.0,560.5,1326.0,552.0,0.0,-1.0,1.0,1.0,-1.5707963267948966,-0.8027756377319946,-0.5880026035475675,0.5,-1.25,-1.1902899496825317,0.19600086784918916
mjKiqWEZoAM_00,2,1,0,788.0,626.0,838.0,666.0,813.0,646.0,-14.0,3.5,1.0,14.430869689661812,2.896613990462929,0.48454400868045866,0.008695433011778329,-13.75,3.5,2.8923405122045796,0.002898477670592776
mjKiqWEZoAM_00,3,6,0,966.0,581.5,1002.0,616.5,984.0,599.0,-7.0,1.0,1.0,7.0710678118654755,2.999695598985629,-1.0066793988362797,0.23860932250820088,-7.5,2.0,2.8809902618424523,0.12471234549790054
mjKiqWEZoAM_00,3,4,0,1341.0,514.0,1361.0,534.0,1351.0,524.0,0.0,0.0,1.0,0.0,0.0,-1.4142135623730951,0.7853981633974483,0.3333333333333333,-0.5,-0.9827937232473289,0.5235987755982988
mjKiqWEZoAM_00,3,3,0,1264.0,552.0,1290.0,572.0,1277.0,562.0,3.0,1.0,1.0,3.1622776601683795,0.3217505543966422,1.1622776601683795,1.8925468811915387,1.3333333333333333,-0.8333333333333334,-0.5585993153435626,0.8268498282463687
mjKiqWEZoAM_00,3,2,0,1316.0,541.0,1340.0,559.0,1328.0,550.0,2.0,-2.0,1.0,2.8284271247461903,-0.7853981633974483,1.8284271247461903,0.7853981633974483,1.0,-1.5,-0.9827937232473289,0.45780025564833854
mjKiqWEZoAM_00,3,1,0,777.0,630.0,829.0,670.0,803.0,650.0,-10.0,4.0,1.0,10.770329614269007,2.761086276477428,-3.660540075392804,-0.13552771398550073,-12.5,3.6666666666666665,2.856263233407658,0.048074382332426356
mjKiqWEZoAM_00,4,6,0,956.0,586.0,994.0,620.0,975.0,603.0,-9.0,4.0,1.0,9.848857801796104,2.723368324010564,2.7777899899306284,-0.27632727497506515,-7.875,2.5,2.8341951804669714,0.21682143715625557
mjKiqWEZoAM_00,4,4,0,1343.0,513.0,1363.0,533.0,1353.0,523.0,2.0,-1.0,1.0,2.23606797749979,-0.46364760900080615,2.23606797749979,-0.4636476090008062,0.75,-0.625,-0.6947382761967033,0.6781479785985676
mjKiqWEZoAM_00,4,3,0,1268.0,554.0,1292.0,572.0,1280.0,563.0,3.0,1.0,1.0,3.1622776601683795,0.3217505543966422,0.0,0.0,1.75,-0.375,-0.21109333322274654,0.8268498282463687
mjKiqWEZoAM_00,4,2,0,1319.0,540.0,1339.0,558.0,1329.0,549.0,1.0,-1.0,1.0,1.4142135623730951,-0.7853981633974483,-1.4142135623730951,0.0,1.0,-1.375,-0.9420000403794636,0.45780025564833854
mjKiqWEZoAM_00,4,1,0,759.0,633.0,813.0,675.0,786.0,654.0,-17.0,4.0,1.0,17.46424919657298,2.910501986393896,6.693919582303971,0.14941570991646771,-13.625,3.75,2.8730132230709127,0.09787961897124893
mjKiqWEZoAM_00,5,6,0,945.5,589.5,985.5,623.5,965.5,606.5,-9.5,3.5,1.0,10.124228365658293,2.788602265762883,0.2753705638621895,0.0652339417523189,-8.2,2.7,2.8235050864733857,0.193390179745195
mjKiqWEZoAM_00,5,4,0,1343.0,512.5,1363.0,532.5,1353.0,522.5,0.0,-0.5,1.0,0.5,-1.5707963267948966,-1.7360679774997898,-1.1071487177940904,0.6,-0.6,-0.7853981633974483,0.7853981633974483
mjKiqWEZoAM_00,5,3,0,1272.0,551.5,1294.0,570.5,1283.0,561.0,3.0,-2.0,1.0,3.605551275463989,-0.5880026035475676,0.4432736152956096,-0.9097531579442097,2.0,-0.7,-0.33667481938672716,0.9341000130452496
mjKiqWEZoAM_00,5,2,0,1320.0,540.0,1340.0,556.0,1330.0,548.0,1.0,-1.0,1.0,1.4142135623730951,-0.7853981633974483,0.0,0.0,1.0,-1.3,-0.9151007005533603,0.2617993877991494
mjKiqWEZoAM_00,5,1,0,742.0,638.0,797.0,682.0,769.5,660.0,-16.5,6.0,1.0,17.55704986607944,2.792821650005886,0.0928006695064596,-0.11768033638800991,-14.2,4.2,2.854016822809346,0.13420792009665947
mjKiqWEZoAM_00,6,6,0,937.0,592.5,977.0,627.5,957.0,610.0,-8.5,3.5,1.0,9.192388155425117,2.750985609892106,-0.931840210233176,-0.037616655870776665,-8.25,2.8333333333333335,2.8107789032474426,0.1263926241993869
mjKiqWEZoAM_00,6,4,0,1344.0,512.0,1364.0,530.0,1354.0,521.0,1.0,-1.5,1.0,1.8027756377319946,-0.9827937232473289,1.3027756377319946,0.5880026035475675,0.6666666666666666,-0.75,-0.8441539861131709,0.719599643447488
mjKiqWEZoAM_00,6,3,0,1274.0,551.0,1294.0,569.0,1284.0,560.0,1.0,-1.0,1.0,1.4142135623730951,-0.7853981633974483,-2.1913377130908938,-0.1973955598498807,1.8333333333333333,-0.75,-0.38831871817246605,0.3690495725980301
mjKiqWEZoAM_00,6,2,0,1319.0,538.5,1341.0,556.5,1330.0,547.5,0.0,-0.5,1.0,0.5,-1.5707963267948966,-0.9142135623730951,-0.7853981633974483,0.8333333333333334,-1.1666666666666667,-0.9505468408120751,0.2617993877991494
mjKiqWEZoAM_00,6,1,0,724.5,642.0,781.5,688.0,753.0,665.0,-16.5,5.0,1.0,17.240939649566666,2.847358088478605,-0.31611021651277227,0.05453643847271916,-14.583333333333334,4.333333333333333,2.852759147952738,0.1072108282590656
mjKiqWEZoAM_00,7,6,0,929.0,594.0,969.0,630.0,949.0,612.0,-8.0,2.0,1.0,8.246211251235321,2.896613990462929,-0.9461769041897963,0.14562838057082278,-8.214285714285714,2.7142857142857144,2.822453059317506,0.08282632606463945
mjKiqWEZoAM_00,7,4,0,1346.0,511.5,1366.0,530.5,1356.0,521.0,2.0,0.0,1.0,2.0,0.0,0.19722436226800544,0.9827937232473289,0.8571428571428571,-0.6428571428571429,-0.6435011087932845,0.892648348196329
mjKiqWEZoAM_00,7,3,0,1274.0,549.5,1294.0,567.5,1284.0,558.5,0.0,-1.5,1.0,1.5,-1.5707963267948966,0.08578643762690485,-0.7853981633974483,1.5714285714285714,-0.8571428571428571,-0.49934672168013006,0.6308489603971795
mjKiqWEZoAM_00,7,2,0,1318.0,537.5,1342.0,555.5,1330.0,546.5,0.0,-1.0,1.0,1.0,-1.5707963267948966,0.5,0.0,0.7142857142857143,-1.1428571428571428,-1.0121970114513341,0.2617993877991494
mjKiqWEZoAM_00,7,1,0,710.0,647.0,768.0,693.0,739.0,670.0,-14.0,5.0,1.0,14.866068747318506,2.7985687131690895,-2.37487090224816,-0.04878937530951566,-14.5,4.428571428571429,2.845172000964996,0.0736687167234149
mjKiqWEZoAM_00,8,6,0,916.5,600.0,959.5,634.0,938.0,617.0,-11.0,5.0,1.0,12.083045973594572,2.714965160462917,3.836834722359251,-0.1816488300000119,-8.5625,3.0,2.8045927366852603,0.12163128881387046
mjKiqWEZoAM_00,8,3,0,1272.0,544.5,1296.0,566.5,1284.0,555.5,0.0,-3.0,1.0,3.0,-1.5707963267948966,1.5,0.0,1.375,-1.125,-0.6857295109062863,0.32759790774910963
mjKiqWEZoAM_00,8,2,0,1320.0,536.5,1344.0,551.5,1332.0,544.0,2.0,-2.5,1.0,3.2015621187164243,-0.8960553845713438,2.2015621187164243,0.6747409422235526,0.875,-1.3125,-0.9827937232473289,0.4867130352070003
mjKiqWEZoAM_00,8,1,0,690.0,652.5,751.0,701.5,720.5,677.0,-18.5,7.0,1.0,19.78004044485248,2.7798634120698607,4.913971697533976,-0.01870530109922885,-15.0,4.75,2.8349163341881103,0.04067703829382122
mjKiqWEZoAM_00,9,7,0,997.0,573.0,1026.0,593.0,1011.5,583.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
mjKiqWEZoAM_00,9,6,0,907.0,602.0,949.0,638.0,928.0,620.0,-10.0,3.0,1.0,10.44030650891055,2.850135859111926,-1.6427394646840217,0.1351706986490089,-8.722222222222221,3.0,2.810318577599538,0.1541493030732812
mjKiqWEZoAM_00,9,2,0,1324.0,534.0,1344.0,548.0,1334.0,541.0,2.0,-3.0,1.0,3.605551275463989,-0.9827937232473289,0.40398915674756486,-0.08673833867598514,1.0,-1.5,-0.9827937232473289,0.2538264269665126
mjKiqWEZoAM_00,9,1,0,670.0,656.5,734.0,707.5,702.0,682.0,-18.5,5.0,1.0,19.1637678967368,2.8776289299640885,-0.6162725481156812,0.09776551789422784,-15.38888888888889,4.777777777777778,2.840558873186936,0.05508673143432411
