video_name,frame_idx,track_id,class_id,x1,y1,x2,y2,cx,cy,dx,dy,dframes,velocity,direction,acceleration,direction_change,rolling_dx,rolling_dy,traj_direction,curvature
J22LBVPh5kk_00,10,3,1,733.0,89.1,768.0,118.2,750.5,103.65,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
J22LBVPh5kk_00,11,3,1,733.0,89.0,767.0,118.5,750.0,103.75,-0.5,0.09999999999999432,1.0,0.5099019513592773,2.9441970937399233,0.0,0.0,-0.5,0.09999999999999432,2.9441970937399233,0.0
J22LBVPh5kk_00,12,3,1,733.0,89.1,767.0,118.4,750.0,103.75,0.0,0.0,1.0,0.0,0.0,-0.5099019513592773,-2.9441970937399233,-0.25,0.04999999999999716,2.9441970937399233,0.9813990312466411
J22LBVPh5kk_00,13,3,1,733.0,89.1,768.0,118.4,750.5,103.75,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.03333333333333144,1.5707963267948966,0.9813990312466411
J22LBVPh5kk_00,14,3,1,733.0,89.1,768.0,118.4,750.5,103.75,0.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.02499999999999858,1.5707963267948966,0.9813990312466411
J22LBVPh5kk_00,15,3,1,733.0,89.1,767.0,118.4,750.0,103.75,-0.5,0.0,1.0,0.5,3.141592653589793,0.5,3.141592653589793,-0.1,0.019999999999998862,2.9441970937399233,1.0471975511965976
J22LBVPh5kk_00,16,3,1,733.0,89.1,768.0,118.4,750.5,103.75,0.5,0.0,1.0,0.5,0.0,0.0,-3.141592653589793,0.0,0.01666666666666572,1.5707963267948966,2.0943951023931953
J22LBVPh5kk_00,17,3,1,733.0,89.1,768.0,118.4,750.5,103.75,0.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.014285714285713473,1.5707963267948966,2.0943951023931953
J22LBVPh5kk_00,18,3,1,733.0,89.1,768.0,118.4,750.5,103.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01249999999999929,1.5707963267948966,1.0471975511965976
J22LBVPh5kk_00,19,3,1,733.0,89.1,767.0,118.4,750.0,103.75,-0.5,0.0,1.0,0.5,3.141592653589793,0.5,3.141592653589793,-0.05555555555555555,0.01111111111111048,2.9441970937399233,1.0471975511965976
J22LBVPh5kk_00,20,3,1,733.0,89.1,767.0,118.4,750.0,103.75,0.0,0.0,1.0,0.0,0.0,-0.5,-3.141592653589793,-0.05,0.009999999999999431,2.9441970937399233,2.0943951023931953
J22LBVPh5kk_00,21,3,1,733.0,89.0,768.0,118.5,750.5,103.75,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.009090909090908574,1.5707963267948966,2.0943951023931953
J22LBVPh5kk_00,22,3,1,733.0,89.1,768.0,118.4,750.5,103.75,0.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.00833333333333286,1.5707963267948966,1.0471975511965976
J22LBVPh5kk_00,28,5,0,360.5,81.0,387.0,111.2,373.75,96.1,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
J22LBVPh5kk_00,29,5,0,362.0,83.7,387.0,113.4,374.5,98.55000000000001,0.75,2.450000000000017,1.0,2.5622255950638078,1.2737321144538558,0.0,0.0,0.75,2.450000000000017,1.2737321144538558,0.0
J22LBVPh5kk_00,33,5,0,354.0,99.0,384.0,126.5,369.0,112.75,-5.5,14.199999999999989,4.0,3.8069837141758276,1.9403275348412983,0.31118952977800496,0.6665954203874424,-2.375,8.325000000000003,1.848699317831919,0.22219847346248078
J22LBVPh5kk_00,34,7,0,374.0,84.4,386.0,94.6,380.0,89.5,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
J22LBVPh5kk_00,34,5,0,350.5,110.8,380.5,129.2,365.5,120.0,-3.5,7.25,1.0,8.050621094052309,2.0205559398647357,4.243637379876481,0.08022840502343745,-2.75,7.966666666666669,1.9031781254251232,0.24894127513695993
J22LBVPh5kk_00,35,7,0,374.0,84.4,386.0,94.9,380.0,89.65,0.0,0.15000000000000568,1.0,0.15000000000000568,1.5707963267948966,0.0,0.0,0.0,0.15000000000000568,1.5707963267948966,0.0
J22LBVPh5kk_00,35,5,0,347.0,113.2,380.0,132.5,363.5,122.85,-2.0,2.8499999999999943,1.0,3.481738071710732,2.182698761229564,-4.568883022341577,0.16214282136482844,-2.5625,6.6875,1.936717028436984,0.3029888822585694
J22LBVPh5kk_00,36,5,0,342.0,116.2,378.5,136.0,360.25,126.1,-3.25,3.25,1.0,4.596194077712559,2.356194490192345,1.1144560060018267,0.1734957289627808,-2.7,6.0,1.9936502529278373,0.1386223184503489
J22LBVPh5kk_00,37,5,0,338.0,119.5,375.0,139.2,356.5,129.35,-3.75,3.25,1.0,4.962358310319802,2.427501954977635,0.3661642326072432,0.07130746478529026,-2.875,5.541666666666667,2.0493682007857874,0.13564867170429984
J22LBVPh5kk_00,38,5,0,336.0,123.2,373.0,143.2,354.5,133.2,-2.0,3.8499999999999943,1.0,4.3384905209070075,2.049906620855289,-0.6238677894127944,-0.37759533412234625,-2.75,5.299999999999999,2.0494240885630726,0.20746617595680575
