video_name,frame_idx,track_A,track_B,distance,dir_A,dir_B,traj_dir_A,traj_dir_B,dx_A,dy_A,dx_B,dy_B,pair,dframes,approach_speed,ttc,relative_angle,trajectory_angle_diff,v_rel
651RQwxB3WA_17_00,0,2,1,145.52559912262862,0.0,0.0,0.0,0.0,,,,,1_2,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,0,3,1,60.8276253029822,0.0,0.0,0.0,0.0,,,,,1_3,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,4,1,116.00605587640672,0.0,2.7841429865138294,0.0,2.7841429865138294,,,-4.150000000000034,1.5500000000000007,1_4,,0.0,9999.0,159.5196426881909,159.5196426881909,0.0
651RQwxB3WA_17_00,1,5,1,54.91124657117159,0.0,2.7841429865138294,0.0,2.7841429865138294,,,-4.150000000000034,1.5500000000000007,1_5,,0.0,9999.0,159.5196426881909,159.5196426881909,0.0
651RQwxB3WA_17_00,1,6,1,52.62283249693047,0.0,2.7841429865138294,0.0,2.7841429865138294,,,-4.150000000000034,1.5500000000000007,1_6,,0.0,9999.0,159.5196426881909,159.5196426881909,0.0
651RQwxB3WA_17_00,1,7,1,33.93619012205116,0.0,2.7841429865138294,0.0,2.7841429865138294,,,-4.150000000000034,1.5500000000000007,1_7,,0.0,9999.0,159.5196426881909,159.5196426881909,0.0
651RQwxB3WA_17_00,2,7,1,38.39573544028034,-2.0451962095868246,2.857518275330508,-2.0451962095868246,2.8294177299032075,-0.9500000000000455,-1.8499999999999943,-6.849999999999994,1.9999999999999964,1_7,1.0,-4.459545318229182,9999.0,79.09515185658155,80.7051945115815,7.045033711771671
651RQwxB3WA_17_00,1,8,1,53.96948211721138,0.0,2.7841429865138294,0.0,2.7841429865138294,,,-4.150000000000034,1.5500000000000007,1_8,,0.0,9999.0,159.5196426881909,159.5196426881909,0.0
651RQwxB3WA_17_00,1,9,1,9.257564474525672,0.0,2.7841429865138294,0.0,2.7841429865138294,,,-4.150000000000034,1.5500000000000007,1_9,,0.0,9999.0,159.5196426881909,159.5196426881909,0.0
651RQwxB3WA_17_00,0,3,2,190.70946489359147,0.0,0.0,0.0,0.0,,,,,2_3,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,20,43,38,18.676790409489534,0.0,0.11065722117390085,0.0,0.11065722117390085,,,0.45000000000001705,0.05000000000000426,38_43,,0.0,9999.0,6.340191745910209,6.340191745910209,0.0
651RQwxB3WA_17_00,1,5,4,73.99851349858318,0.0,0.0,0.0,0.0,,,,,4_5,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,6,4,66.80518318214536,0.0,0.0,0.0,0.0,,,,,4_6,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,7,4,83.45262128896847,0.0,0.0,0.0,0.0,,,,,4_7,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,8,4,80.18883962248113,0.0,0.0,0.0,0.0,,,,,4_8,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,9,4,125.23738459421769,0.0,0.0,0.0,0.0,,,,,4_9,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,6,5,41.94117904875829,0.0,0.0,0.0,0.0,,,,,5_6,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,7,5,24.351591323771828,0.0,0.0,0.0,0.0,,,,,5_7,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,8,5,6.835934464285042,0.0,0.0,0.0,0.0,,,,,5_8,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,9,5,62.735257232277306,0.0,0.0,0.0,0.0,,,,,5_9,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,7,6,28.43206816255195,0.0,0.0,0.0,0.0,,,,,6_7,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,8,6,47.56135511105628,0.0,0.0,0.0,0.0,,,,,6_8,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,9,6,61.73447173176426,0.0,0.0,0.0,0.0,,,,,6_9,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,8,7,26.6062022844298,0.0,0.0,0.0,0.0,,,,,7_8,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,9,7,42.8230370244802,0.0,0.0,0.0,0.0,,,,,7_9,,0.0,9999.0,0.0,0.0,0.0
651RQwxB3WA_17_00,1,9,8,61.16945724787818,0.0,0.0,0.0,0.0,,,,,8_9,,0.0,9999.0,0.0,0.0,0.0
