video_name,frame_idx,track_A,track_B,distance,dir_A,dir_B,traj_dir_A,traj_dir_B,dx_A,dy_A,dx_B,dy_B,pair,dframes,approach_speed,ttc,relative_angle,trajectory_angle_diff,v_rel
Cfot7TRlxAQ_00,0,11,10,978.0556477010906,0.0,0.0,0.0,0.0,,,,,10_11,,0.0,9999.0,0.0,0.0,0.0
Cfot7TRlxAQ_00,3,11,10,977.8928826819428,0.0,-3.030935432415915,0.0,-3.030935432415915,0.0,0.0,-0.900000000000091,-0.09999999999999432,10_11,3.0,0.054255006382618376,18024.01193699296,173.6598082540911,173.6598082540911,0.30184617127127716
Cfot7TRlxAQ_00,6,11,10,978.1514197709881,0.0,0.0,0.0,-1.5707963267948966,0.0,0.0,0.900000000000091,0.0,10_11,3.0,-0.08617902968179199,9999.0,0.0,90.0,0.3000000000000303
Cfot7TRlxAQ_00,9,11,10,978.8074746853949,0.0,-1.642103791580122,0.0,-1.6332151367907974,0.0,0.0,-0.049999999999954525,-0.7000000000000028,10_11,3.0,-0.21868497146893637,9999.0,94.08561677997116,93.57633437499412,0.23392781412696986
Cfot7TRlxAQ_00,12,11,10,977.9406372577018,0.0,1.5083775167989957,0.0,0.0,0.39999999999997726,0.0,0.049999999999954525,0.7999999999999972,10_11,3.0,0.288945809231033,3384.5122719041333,86.42366562500588,0.0,0.2910708199428852
Cfot7TRlxAQ_00,27,11,10,976.683789667874,0.0,2.9291606330810613,0.0,2.9291606330810613,0.0,0.0,-2.550000000000182,0.5500000000000114,10_11,15.0,0.08378983932185899,11656.35114678013,167.82854179141313,167.82854179141313,0.17390929947661976
Cfot7TRlxAQ_00,30,11,10,977.347089063041,0.0,-0.12062366858009783,0.0,2.770701364777157,0.0,0.0,1.650000000000091,-0.20000000000000284,10_11,3.0,-0.22109979838902896,9999.0,6.911227119024403,158.74949449286825,0.5540256712865189
Cfot7TRlxAQ_00,33,11,10,976.4034232836343,0.0,1.5208379310727715,0.0,2.1327178890516656,0.0,0.0,0.0500000000001819,0.9999999999999858,10_11,3.0,0.3145552598022429,3104.075970300059,87.13759477387781,122.1957339347106,0.3337497399083447
Cfot7TRlxAQ_00,36,11,10,976.7722725896758,0.0,-1.6951513213421128,0.0,2.3291740410051216,0.0,0.0,-0.0500000000001819,-0.39999999999997726,10_11,3.0,-0.12294976868050374,9999.0,97.12501634892786,133.4518423010244,0.1343709624716425
Cfot7TRlxAQ_00,39,11,10,976.8680732319998,0.0,-1.5707963267948966,0.0,2.38475814803115,0.0,0.0,0.0,-0.10000000000000853,10_11,3.0,-0.03193354744132648,9999.0,90.0,136.63657704161932,0.03333333333333618
Cfot7TRlxAQ_00,42,11,10,973.994421185255,-1.5707963267948966,1.5707963267948966,-1.339705659599018,1.967237610013373,0.0,-1.7000000000000455,0.0,1.2999999999999972,10_11,3.0,0.9578840155816124,1016.8187435447084,180.0,170.5261075620169,1.0000000000000142
Cfot7TRlxAQ_00,45,11,10,972.7494088921361,-1.5707963267948966,-1.5707963267948966,-1.4536875822280342,2.0458070830600343,0.0,-1.699999999999818,0.0,-0.4000000000000057,10_11,3.0,0.4150040977062872,2343.9513351036467,0.0,159.493725250447,0.4333333333332708
Cfot7TRlxAQ_00,57,11,10,971.3609112991936,0.0,2.526929701667582,-1.6762856353199977,2.2108844795566442,0.0,0.0,-0.849999999999909,0.5999999999999943,10_11,12.0,0.11570813274520712,8394.923401263075,144.78240703180467,137.28155816818506,0.08670271686118025
Cfot7TRlxAQ_00,60,11,10,972.9888231629384,1.5707963267948966,1.5707963267948966,-1.7454685258031566,2.2108844795566407,0.0,1.7000000000000455,0.0,1.4210854715202004e-14,10_11,3.0,-0.5426372879149236,9999.0,0.0,133.31767052898445,0.5666666666666771
Cfot7TRlxAQ_00,63,11,10,972.9983003582277,0.0,-2.8387077852148703,-1.7454685258031566,2.452668265374968,0.0,0.0,-0.8000000000001819,-0.2500000000000142,10_11,3.0,-0.003159065096421424,9999.0,162.64597536374146,119.46448004689924,0.27938424357072944
Cfot7TRlxAQ_00,66,11,10,972.8067189837866,0.0,1.5707963267948966,-1.7454685258031566,2.4076953011436033,0.0,0.0,0.0,0.20000000000001705,10_11,3.0,0.06386045814701902,15233.318820610386,90.0,122.04124108954925,0.06666666666667236
Cfot7TRlxAQ_00,69,11,10,972.5672470323067,0.0,1.5707963267948966,-1.7454685258031566,2.356194490192378,0.0,0.0,0.0,0.25,10_11,3.0,0.07982398382663784,12183.897625863092,90.0,124.99202019855558,0.08333333333333333
Cfot7TRlxAQ_00,72,11,10,974.845758312565,1.322308906137481,2.6779450445888355,1.5707963267948966,2.4258490639208867,0.8500000000000227,3.349999999999909,-0.8999999999996362,0.44999999999998863,10_11,3.0,-0.7595037600860906,9999.0,77.67222928867514,48.99091309842827,1.129035970295915
Cfot7TRlxAQ_00,75,11,10,975.0881037116594,0.0,0.0,1.5707963267948966,2.2848870254070373,0.0,0.0,0.849999999999909,0.0,10_11,3.0,-0.08078179969815362,9999.0,0.0,40.91438322002413,0.283333333333303
Cfot7TRlxAQ_00,78,11,10,975.0881037116594,0.0,0.0,1.5707963267948966,2.2848870254070373,0.0,0.0,0.0,0.0,10_11,3.0,-0.0,9999.0,0.0,40.91438322002413,0.0
Cfot7TRlxAQ_00,81,11,10,974.845758312565,0.0,3.141592653589793,1.5707963267948966,2.4258490639208867,0.0,0.0,-0.849999999999909,0.0,10_11,3.0,0.08078179969815362,12067.641002739958,180.0,48.99091309842827,0.283333333333303
Cfot7TRlxAQ_00,84,11,10,974.0788943920302,-1.5707963267948966,0.0,0.0,2.2591551042102935,0.0,-0.7999999999999545,0.0,0.0,10_11,3.0,0.25562130684492484,3810.6326362808427,90.0,129.4400527366875,0.2666666666666515
Cfot7TRlxAQ_00,87,11,10,974.090942879565,0.0,-2.8387077852148863,0.0,2.5508800295762954,0.0,0.0,-0.8000000000001819,-0.25,10_11,3.0,-0.004016162511599457,9999.0,162.64597536374237,146.15465973892833,0.27938424357072805
Cfot7TRlxAQ_00,90,11,10,974.1388825521749,0.0,-1.5707963267948966,0.0,2.446854377393095,0.0,0.0,0.0,-0.04999999999999716,10_11,3.0,-0.015979890869971314,9999.0,90.0,140.1944289077351,0.01666666666666572
Cfot7TRlxAQ_00,93,11,10,973.9471251048487,0.0,1.5707963267948966,0.0,2.5428087966238095,0.0,0.0,0.0,0.20000000000000284,10_11,3.0,0.06391914910871795,15237.172876758646,90.0,145.69221215528398,0.06666666666666761
Cfot7TRlxAQ_00,96,11,10,973.9471251048487,0.0,0.0,0.0,2.197057764393602,0.0,0.0,0.0,0.0,10_11,3.0,-0.0,9999.0,0.0,125.88213724620138,0.0
Cfot7TRlxAQ_00,99,11,10,973.8512476246051,0.0,1.5707963267948966,0.0,2.4723361170723237,0.0,0.0,0.0,0.09999999999999432,10_11,3.0,0.03195916008121458,30471.74097034639,90.0,141.65442504600594,0.03333333333333144
Cfot7TRlxAQ_00,102,11,10,973.8991862610832,0.0,-1.5707963267948966,1.5707963267948966,2.701750070774062,0.0,0.0,0.0,-0.04999999999998295,10_11,3.0,-0.01597954549269313,9999.0,90.0,64.7988763545252,0.016666666666660983
Cfot7TRlxAQ_00,105,11,10,974.090942879565,0.0,-1.5707963267948966,1.5707963267948966,2.6485417563849745,0.0,0.0,0.0,-0.20000000000001705,10_11,3.0,-0.06391887282726809,9999.0,90.0,61.75026450502529,0.06666666666667236
Cfot7TRlxAQ_00,108,11,10,973.9471251048487,0.0,1.5707963267948966,1.5707963267948966,2.5924397509107706,0.0,0.0,0.0,0.15000000000000568,10_11,3.0,0.04793925823874664,20316.274404047024,90.0,58.53585636913357,0.0500000000000019
Cfot7TRlxAQ_00,111,11,10,973.9471251048487,0.0,0.0,1.415201498817873,2.9213439301990984,0.0,0.0,0.0,0.0,10_11,3.0,-0.0,9999.0,0.0,86.29560466371642,0.0
Cfot7TRlxAQ_00,114,11,10,973.9471251048487,0.0,0.0,1.3734007669450106,2.8109137650133045,0.0,0.0,0.0,0.0,10_11,3.0,-0.0,9999.0,0.0,82.3634277845109,0.0
Cfot7TRlxAQ_00,117,11,10,973.9471251048487,0.0,0.0,1.3734007669450106,2.9250423486136996,0.0,0.0,0.0,0.0,10_11,3.0,-0.0,9999.0,0.0,88.90251394661952,0.0
Cfot7TRlxAQ_00,120,11,10,973.9471251048487,0.0,0.0,1.249045772398241,2.925042348613705,0.0,0.0,0.0,0.0,10_11,3.0,-0.0,9999.0,0.0,96.02753029552208,0.0
Cfot7TRlxAQ_00,123,11,10,973.9471251048487,0.0,0.0,1.249045772398241,2.7017500707740103,0.0,0.0,0.0,0.0,10_11,3.0,-0.0,9999.0,0.0,83.23382517744503,0.0
Cfot7TRlxAQ_00,126,11,10,973.8991862610832,0.0,1.5707963267948966,1.249045772398241,2.776391203801581,0.0,0.0,0.0,0.05000000000001137,10_11,3.0,0.015979614588521446,60946.350167960816,90.0,87.51044707799937,0.016666666666670455
Cfot7TRlxAQ_00,129,11,10,973.8991862610832,0.0,0.0,1.249045772398241,2.910501986393869,0.0,0.0,0.0,0.0,10_11,3.0,-0.0,9999.0,0.0,95.19442890773401,0.0
Cfot7TRlxAQ_00,132,11,10,974.1868224319194,0.0,-1.5707963267948966,-1.5707963267948966,-2.7291822119924953,0.0,0.0,0.0,-0.30000000000001137,10_11,3.0,-0.09587872361206944,9999.0,90.0,66.3706222693483,0.1000000000000038
Cfot7TRlxAQ_00,135,11,10,973.9950641558713,0.0,1.5707963267948966,-1.5707963267948966,-3.0509327663890495,0.0,0.0,0.0,0.19999999999998863,10_11,3.0,0.06391942534935424,15237.857018151546,90.0,84.80557109226528,0.06666666666666288
Cfot7TRlxAQ_00,138,11,10,974.6089266982938,0.0,-0.09065988720073502,-1.5707963267948966,-1.5707963267948966,0.0,0.0,1.650000000000091,-0.14999999999999147,10_11,3.0,-0.20462084747415096,9999.0,5.1944289077342285,0.0,0.552268050859393
Cfot7TRlxAQ_00,141,11,10,974.5102487916687,0.0,-2.966920454581545,-1.5707963267948966,-1.5707963267948966,0.0,0.0,-0.849999999999909,-0.14999999999999147,10_11,3.0,0.032892635541694894,29627.00412243871,169.99202019855818,0.0,0.2877112750271708
