video_name,frame_idx,track_A,track_B,distance,dir_A,dir_B,traj_dir_A,traj_dir_B,dx_A,dy_A,dx_B,dy_B,pair,dframes,approach_speed,ttc,relative_angle,trajectory_angle_diff,v_rel
6rWXOsN-MDM_00,476,102,100,231.95258136093247,3.075024489813973,3.061575191314323,3.0520026116174352,3.060090428633623,-3.0,0.19999999999998863,-106.0,8.5,100_102,,0.0,9999.0,0.7705880414415712,0.46339778050164976,0.0
6rWXOsN-MDM_00,478,102,100,227.02037353506404,3.0419240010986313,1.5707963267948966,3.05121453589413,3.055174759252338,-5.0,0.5,0.0,1.0,100_102,2.0,2.4661039129342157,92.05628860340724,84.28940686250037,0.22690408435445059,2.5124689052802225
6rWXOsN-MDM_00,480,102,100,222.9910312097776,3.017237659043032,0.0,3.049209315888083,3.055174759252338,-4.0,0.5,0.0,0.0,100_102,2.0,2.014671162643225,110.68358715037941,172.8749836510982,0.3417947276961267,2.0155644370746373
6rWXOsN-MDM_00,482,102,100,221.0,3.017237659043032,2.896613990462929,3.0474275228582846,3.053585280062052,-4.0,0.5,-2.0,0.5,100_102,2.0,0.9955156048887943,221.99551560488814,6.911227119024698,0.3528134990421659,1.0
6rWXOsN-MDM_00,506,102,100,185.8258593414813,-2.677945044588987,-3.0999500744912045,3.059425131228093,3.060750708701373,-1.0,-0.5,-12.0,-0.5,100_102,24.0,1.4655891941049457,126.79259651267255,24.179107146689173,0.07594999463655287,0.4583333333333333
6rWXOsN-MDM_00,508,102,100,178.76311140724755,3.017237659043032,3.141592653589793,3.0567573915261543,3.061575191314323,-8.0,1.0,-1.0,0.0,100_102,2.0,3.5313739671168776,50.621404889948614,7.125016348901789,0.2760395944010859,3.5355339059327378
6rWXOsN-MDM_00,510,102,100,178.7816825069056,2.8501358591119157,2.677945044588987,3.055090307087972,3.0592434223277545,-1.0,0.30000000000001137,-1.0,0.5,100_102,2.0,-0.009285549829030515,9999.0,9.86580694308378,0.23795597507101038,0.09999999999999432
6rWXOsN-MDM_00,512,102,100,174.78057672407422,3.0916342578678533,0.0,3.056194796684634,3.061666198651538,-4.0,0.19999999999998863,0.0,0.0,100_102,2.0,2.000552891415694,87.36613636862683,177.13759477388842,0.3134882407231886,2.002498439450078
6rWXOsN-MDM_00,514,102,100,171.79420828421428,2.976443976175166,1.5707963267948966,3.054406830445818,3.058043757639141,-3.0,0.5,0.0,0.5,100_102,2.0,1.4931842199299723,115.05225275704503,80.53767779197437,0.20838057857375408,1.5
6rWXOsN-MDM_00,558,102,100,136.68829503655388,3.141592653589793,3.141592653589793,3.051758757390628,3.0483677298745624,-1.0,0.0,-1.0,0.0,100_102,44.0,0.7978616647195544,171.31828872189183,0.0,0.19429156488328814,0.0
6rWXOsN-MDM_00,560,102,100,137.6635391089449,1.5707963267948966,3.141592653589793,3.055194104231346,2.976443976175166,0.0,0.19999999999998863,-1.0,0.0,100_102,2.0,-0.4876220361955035,9999.0,90.0,4.512049973733874,0.5099019513592773
6rWXOsN-MDM_00,562,102,100,136.66839429802343,3.141592653589793,0.0,3.0531145811088174,3.0309354324158972,-1.0,0.0,0.0,0.0,100_102,2.0,0.4975724054607298,274.6703651531371,180.0,1.2707716132974205,0.5
6rWXOsN-MDM_00,564,102,100,138.63942440734525,0.0996686524911564,0.0,3.049061039326196,3.0309354324158972,2.0,0.19999999999998863,0.0,0.0,100_102,2.0,-0.9855150546609082,9999.0,5.7105931374993215,1.0385207770732843,1.0049875621120885
6rWXOsN-MDM_00,584,102,100,140.60227594174995,0.0,3.141592653589793,3.0239564829114975,3.0735161953317935,0.0,0.0,-6.0,0.0,100_102,20.0,-0.0981425767202353,9999.0,180.0,2.8395623555650467,0.3
6rWXOsN-MDM_00,586,102,100,140.60227594174995,0.0,0.0,3.025101192895143,2.9441970937399122,0.0,0.0,0.0,0.0,100_102,2.0,-0.0,9999.0,0.0,4.63546342690264,0.0
6rWXOsN-MDM_00,588,102,100,140.61155713525116,-1.5707963267948966,-1.5707963267948966,3.0354710900213613,2.9441970937399113,0.0,-0.30000000000001137,0.0,-0.19999999999998863,100_102,2.0,-0.004640596750604686,9999.0,0.0,5.2296147662198535,0.05000000000001137
