video_name,frame_idx,track_A,track_B,distance,dir_A,dir_B,traj_dir_A,traj_dir_B,dx_A,dy_A,dx_B,dy_B,pair,dframes,approach_speed,ttc,relative_angle,trajectory_angle_diff,v_rel
zjHAkzyXOCg_00,113,108,107,375.1096506356508,0.0,0.0,0.0,0.0,,,,,107_108,,0.0,9999.0,0.0,0.0,0.0
zjHAkzyXOCg_00,114,108,107,389.4114148301254,2.7868870015788527,-0.3805063771123649,2.7868870015788527,-0.3805063771123649,-13.5,5.0,2.5,-1.0,107_108,1.0,-14.301764194474629,9999.0,178.52172734331114,178.52172734331114,17.08800749063506
zjHAkzyXOCg_00,115,108,107,401.59813557834156,2.9562447035940984,-0.46364760900080615,2.8645883306477664,-0.40489178628508343,-12.0,2.25,1.0,-0.5,107_108,1.0,-12.186720748216146,9999.0,164.05460409907712,172.6725880978088,13.287682265918312
zjHAkzyXOCg_00,116,108,107,414.73794436969473,2.562518384222062,-0.24497866312686417,2.7532739354173272,-0.348771003583907,-13.0,8.5,2.0,-0.5,107_108,1.0,-13.139808791353175,9999.0,160.8577318085337,177.73408286468762,17.4928556845359
zjHAkzyXOCg_00,117,108,107,426.5301865050116,2.725154036398201,-1.5707963267948966,2.746112354123197,-0.49934672168013006,-13.0,5.75,0.0,-1.0,107_108,1.0,-11.792242135316883,9999.0,113.86017519134234,174.04889237404063,14.647952075290252
zjHAkzyXOCg_00,118,108,107,442.5573409175358,2.819842099193151,-0.46364760900080615,2.7623832926113447,-0.48995732625372834,-15.0,5.0,2.0,-1.0,107_108,1.0,-16.02715441252417,9999.0,171.86989764584402,173.65460900006505,18.027756377319946
zjHAkzyXOCg_00,119,108,107,457.4529593302463,-3.06318231485115,-0.7853981633974483,2.8359516084483687,-0.5317240672588056,-14.0,-1.1000000000000227,1.0,-1.0,107_108,1.0,-14.895618412710519,9999.0,130.5074185200846,167.0463970131112,15.000333329629711
zjHAkzyXOCg_00,120,108,107,471.54480168908657,2.9641678071886433,0.0,2.8549714113643407,-0.5317240672588056,-14.5,2.6000000000000227,0.0,0.0,107_108,1.0,-14.091842358840267,9999.0,169.83430512045723,165.9566425788554,14.731259280862586
zjHAkzyXOCg_00,121,108,107,485.93120912326674,2.9197415386638297,0.0,2.8628052492264566,-0.46364760900080615,-13.300000000000011,3.0,1.5,0.0,107_108,1.0,-14.386407434180171,9999.0,167.28886743447052,169.40829047434826,15.100993344810146
zjHAkzyXOCg_00,122,108,107,500.2969118433573,2.3814598709788286,-0.5880026035475676,2.7931494113838573,-0.48088728019533583,-14.199999999999989,13.5,1.5,-1.0,107_108,1.0,-14.365702720090553,9999.0,170.13766721283622,172.41151560153705,21.371476317746502
zjHAkzyXOCg_00,123,108,107,513.9357936551997,2.7985687131690895,0.0,2.793704262309798,-0.48088728019533583,-14.0,5.0,0.0,0.0,107_108,1.0,-13.638881811842452,9999.0,160.34617594194668,172.3797249852217,14.866068747318506
zjHAkzyXOCg_00,124,108,107,530.0898508743588,2.82955053202726,-0.7853981633974483,2.7973189741821485,-0.5104883219167757,-15.5,5.0,1.0,-1.0,107_108,1.0,-16.154057219159085,9999.0,152.87869659584135,170.47660249095102,17.55704986607944
zjHAkzyXOCg_00,125,108,107,547.3474673367915,2.8632929945846817,-1.5707963267948966,2.803998354625068,-0.5404195002705842,-17.5,5.0,0.0,-0.5,107_108,1.0,-17.25761646243268,9999.0,105.94539590092288,168.37897198628298,18.34393632784414
zjHAkzyXOCg_00,137,108,107,791.7425402237775,2.8522982304221705,0.0,2.8317996757352546,-0.40122879900484876,-233.5,69.5,1.5,0.0,107_108,12.0,-20.366256073915498,9999.0,163.42465051582354,174.7611133517742,20.42181057649449
zjHAkzyXOCg_00,138,108,107,816.357900984611,2.84623253321077,3.141592653589793,2.8326280451107397,-0.40489178628508343,-24.650000000000006,7.5,-0.5,0.0,107_108,1.0,-24.615360760833482,9999.0,16.92288833419397,174.50377757111346,25.287793498049613
zjHAkzyXOCg_00,139,108,107,842.0405587024892,2.8895576559683565,0.0,2.835522761233327,-0.3217505543966422,-23.299999999999983,6.0,2.0,0.0,107_108,1.0,-25.682657717878214,9999.0,165.55945834670194,179.1015642451269,26.001730711627623
zjHAkzyXOCg_00,115,109,107,517.8839759058008,0.0,-0.46364760900080615,0.0,-0.40489178628508343,,,1.0,-0.5,107_109,,0.0,9999.0,26.565051177077994,23.198590513648192,0.0
zjHAkzyXOCg_00,116,109,107,499.1963541533532,-0.4475199751571699,-0.24497866312686417,-0.4475199751571699,-0.348771003583907,18.75,-9.0,2.0,-0.5,107_109,1.0,18.68762175244757,26.712674344876017,11.604762356378806,5.657899302405307,18.783303756261837
zjHAkzyXOCg_00,117,109,107,480.1051968058667,-0.5317240672588056,-1.5707963267948966,-0.4885043668693434,-0.49934672168013006,17.0,-10.0,0.0,-1.0,107_109,1.0,19.0911573474865,25.14804042873159,59.53445508054011,0.6212211706414397,19.235384061671343
