video_name,frame_idx,track_id,class_id,x1,y1,x2,y2
y4Evv5By6sg_3_00,108,7,1,588.0,336.2,708.7,437.3
y4Evv5By6sg_3_00,108,6,0,588.0,335.0,708.0,437.7
y4Evv5By6sg_3_00,110,7,1,594.0,335.8,712.7,441.3
y4Evv5By6sg_3_00,110,6,0,594.0,335.3,712.7,440.7
y4Evv5By6sg_3_00,112,7,1,598.0,339.3,719.3,444.0
y4Evv5By6sg_3_00,112,6,0,598.0,340.0,718.7,444.0
y4Evv5By6sg_3_00,114,7,1,603.3,340.3,724.7,447.0
y4Evv5By6sg_3_00,116,7,1,606.7,341.3,729.3,448.0
y4Evv5By6sg_3_00,118,7,1,610.0,343.7,738.0,453.7
y4Evv5By6sg_3_00,126,7,1,625.3,350.7,756.0,466.7
y4Evv5By6sg_3_00,128,7,1,629.3,351.3,762.7,472.7
y4Evv5By6sg_3_00,128,6,0,628.0,351.3,762.7,473.3
y4Evv5By6sg_3_00,130,6,0,632.3,352.7,765.3,476.7
y4Evv5By6sg_3_00,132,6,0,635.3,355.3,772.7,478.0
y4Evv5By6sg_3_00,134,6,0,638.0,356.3,776.7,481.0
y4Evv5By6sg_3_00,136,6,0,640.7,358.0,779.3,483.3
y4Evv5By6sg_3_00,138,6,0,641.7,357.3,782.7,488.0
y4Evv5By6sg_3_00,140,9,0,764.0,353.3,884.0,432.0
y4Evv5By6sg_3_00,140,6,0,642.0,356.7,784.7,494.0
y4Evv5By6sg_3_00,142,9,0,759.3,350.3,879.3,425.7
y4Evv5By6sg_3_00,142,6,0,647.3,356.0,788.7,494.7
y4Evv5By6sg_3_00,144,9,0,756.7,348.7,874.0,423.3
y4Evv5By6sg_3_00,144,6,0,651.3,356.7,792.7,497.3
y4Evv5By6sg_3_00,146,9,0,753.3,347.3,865.3,415.3
y4Evv5By6sg_3_00,148,7,1,655.7,360.0,797.3,503.3
y4Evv5By6sg_3_00,150,7,1,658.7,356.7,798.7,508.7
y4Evv5By6sg_3_00,152,7,1,658.0,356.7,800.7,510.0
y4Evv5By6sg_3_00,152,6,0,658.3,357.7,800.0,509.7
y4Evv5By6sg_3_00,154,9,0,736.0,339.3,842.7,411.3
y4Evv5By6sg_3_00,154,7,1,661.3,357.3,804.0,510.0
y4Evv5By6sg_3_00,156,7,1,662.7,355.3,805.3,514.0
y4Evv5By6sg_3_00,162,6,0,665.3,370.7,810.7,521.3
y4Evv5By6sg_3_00,164,6,0,667.7,367.3,812.0,522.0
y4Evv5By6sg_3_00,166,6,0,668.3,373.3,814.7,525.3
y4Evv5By6sg_3_00,168,6,0,668.3,374.7,814.7,526.7
y4Evv5By6sg_3_00,170,9,0,705.3,328.3,801.3,391.0
y4Evv5By6sg_3_00,170,6,0,671.3,375.7,815.3,527.0
y4Evv5By6sg_3_00,172,9,0,697.3,327.3,793.3,389.3
y4Evv5By6sg_3_00,172,6,0,672.3,376.0,816.0,528.0
y4Evv5By6sg_3_00,174,9,0,696.0,326.7,789.3,387.3
y4Evv5By6sg_3_00,174,6,0,672.7,378.0,816.7,532.0
y4Evv5By6sg_3_00,176,9,0,693.3,325.3,785.3,384.0
y4Evv5By6sg_3_00,176,6,0,672.7,378.7,819.3,532.0
y4Evv5By6sg_3_00,178,9,0,689.3,323.8,781.3,382.7
y4Evv5By6sg_3_00,178,6,0,673.3,379.7,821.3,535.7
y4Evv5By6sg_3_00,180,6,0,672.0,379.7,820.0,538.3
y4Evv5By6sg_3_00,182,6,0,672.3,380.7,821.3,538.0
