video_name,frame_idx,track_id,class_id,x1,y1,x2,y2
6nlROBgKAnA_00,0,2,0,1230.600000453125,87.69999974999999,1334.999999546875,145.30000025
6nlROBgKAnA_00,0,1,0,1322.500000407117,130.89999975,1457.499999592883,213.80000025000004
6nlROBgKAnA_00,3,2,0,1230.6,87.7,1335.0,145.5
6nlROBgKAnA_00,3,1,0,1321.2,131.9,1456.2,215.9
6nlROBgKAnA_00,6,2,0,1230.6,87.7,1335.0,146.1
6nlROBgKAnA_00,6,1,0,1316.2,132.2,1461.2,218.8
6nlROBgKAnA_00,9,2,0,1229.4,87.6,1335.0,146.3
6nlROBgKAnA_00,12,2,0,1228.8,87.6,1333.8,146.0
6nlROBgKAnA_00,15,2,0,1228.8,87.5,1333.8,145.9
6nlROBgKAnA_00,18,2,0,1228.8,87.5,1333.8,146.2
6nlROBgKAnA_00,18,1,0,1300.0,131.9,1440.0,226.2
6nlROBgKAnA_00,21,2,0,1228.8,87.7,1333.8,146.1
6nlROBgKAnA_00,21,1,0,1295.0,133.3,1435.0,228.0
6nlROBgKAnA_00,24,2,0,1228.8,87.5,1333.8,145.8
6nlROBgKAnA_00,24,1,0,1292.5,143.4,1420.0,230.3
6nlROBgKAnA_00,27,2,0,1228.8,87.7,1333.8,145.8
6nlROBgKAnA_00,27,1,0,1287.5,146.2,1397.5,233.4
6nlROBgKAnA_00,30,2,0,1228.8,87.6,1333.8,146.0
6nlROBgKAnA_00,33,2,0,1228.8,87.6,1333.8,146.0
6nlROBgKAnA_00,36,2,0,1230.6,87.5,1335.0,142.2
6nlROBgKAnA_00,39,2,0,1230.0,87.2,1332.5,140.9
6nlROBgKAnA_00,42,2,0,1230.6,87.2,1335.0,140.8
6nlROBgKAnA_00,45,2,0,1230.6,87.3,1335.0,140.8
6nlROBgKAnA_00,45,1,0,1255.0,176.2,1375.0,266.6
6nlROBgKAnA_00,48,2,0,1230.6,87.3,1335.0,140.5
6nlROBgKAnA_00,48,1,0,1251.2,170.9,1371.2,270.6
6nlROBgKAnA_00,51,2,0,1230.6,87.4,1335.0,140.7
6nlROBgKAnA_00,51,1,0,1253.8,180.3,1373.8,276.2
6nlROBgKAnA_00,54,2,0,1230.0,87.4,1332.5,140.5
6nlROBgKAnA_00,54,1,0,1249.4,190.0,1370.0,285.9
6nlROBgKAnA_00,57,2,0,1230.0,87.3,1332.5,140.5
6nlROBgKAnA_00,57,1,0,1246.2,179.8,1358.8,292.7
6nlROBgKAnA_00,60,2,0,1230.0,87.5,1332.5,140.5
6nlROBgKAnA_00,60,1,0,1245.0,178.4,1365.0,297.8
6nlROBgKAnA_00,63,2,0,1230.0,87.5,1332.5,140.9
6nlROBgKAnA_00,63,1,0,1240.0,191.6,1352.5,305.3
6nlROBgKAnA_00,66,2,0,1230.0,87.5,1332.5,140.8
6nlROBgKAnA_00,66,1,0,1238.8,195.6,1423.8,313.1
6nlROBgKAnA_00,69,2,0,1230.0,87.5,1332.5,140.6
6nlROBgKAnA_00,69,1,0,1237.5,202.7,1352.5,319.2
6nlROBgKAnA_00,72,2,0,1230.0,87.3,1332.5,141.1
6nlROBgKAnA_00,72,1,0,1235.6,205.3,1355.0,330.0
6nlROBgKAnA_00,75,2,0,1228.8,87.3,1333.8,141.5
6nlROBgKAnA_00,75,1,0,1234.4,205.9,1350.0,336.9
6nlROBgKAnA_00,78,2,0,1228.8,87.5,1333.8,142.2
6nlROBgKAnA_00,78,1,0,1230.0,220.3,1342.5,345.6
6nlROBgKAnA_00,81,7,0,679.4,593.1,921.9,770.6
6nlROBgKAnA_00,81,2,0,1228.8,87.0,1333.8,142.7
6nlROBgKAnA_00,81,1,0,1226.2,235.0,1343.8,355.6
6nlROBgKAnA_00,84,7,0,716.2,575.6,941.2,748.1
6nlROBgKAnA_00,84,2,0,1230.0,86.6,1335.0,143.1
6nlROBgKAnA_00,84,1,0,1225.6,242.2,1335.0,366.6
6nlROBgKAnA_00,87,7,0,736.2,548.8,956.2,720.0
6nlROBgKAnA_00,87,2,0,1230.0,87.0,1335.0,143.4
6nlROBgKAnA_00,87,1,0,1223.8,251.2,1331.2,377.5
6nlROBgKAnA_00,90,7,0,765.0,537.5,975.0,697.5
6nlROBgKAnA_00,90,2,0,1230.0,86.4,1335.0,143.8
6nlROBgKAnA_00,90,1,0,1223.8,258.4,1327.5,385.3
6nlROBgKAnA_00,93,7,0,788.8,518.8,991.2,673.8
6nlROBgKAnA_00,93,2,0,1228.8,86.0,1333.8,143.5
6nlROBgKAnA_00,93,1,0,1217.5,265.3,1331.2,398.4
6nlROBgKAnA_00,96,7,0,813.8,500.6,1003.8,649.4
6nlROBgKAnA_00,96,2,0,1228.8,86.7,1333.8,147.0
6nlROBgKAnA_00,96,1,0,1220.0,275.0,1337.5,413.1
6nlROBgKAnA_00,99,7,0,835.0,485.9,1015.0,627.2
6nlROBgKAnA_00,99,2,0,1228.8,87.0,1333.8,147.0
6nlROBgKAnA_00,99,1,0,1220.0,280.5,1337.5,430.6
6nlROBgKAnA_00,102,7,0,856.2,470.6,1023.8,606.9
6nlROBgKAnA_00,102,2,0,1228.1,86.7,1332.5,147.3
6nlROBgKAnA_00,102,1,0,1212.5,291.2,1336.2,447.5
6nlROBgKAnA_00,105,7,0,871.9,454.4,1033.1,585.6
6nlROBgKAnA_00,105,2,0,1228.1,86.6,1332.5,147.0
6nlROBgKAnA_00,105,1,0,1212.5,305.0,1337.5,462.5
6nlROBgKAnA_00,108,7,0,888.8,437.5,1038.8,565.0
6nlROBgKAnA_00,108,2,0,1228.1,87.0,1332.5,147.3
6nlROBgKAnA_00,108,1,0,1201.2,315.9,1336.2,479.7
6nlROBgKAnA_00,111,7,0,902.5,422.8,1047.5,554.7
6nlROBgKAnA_00,111,2,0,1228.1,87.2,1332.5,147.5
6nlROBgKAnA_00,111,1,0,1202.5,326.2,1333.8,493.8
6nlROBgKAnA_00,114,2,0,1230.0,86.4,1332.5,147.0
6nlROBgKAnA_00,114,1,0,1202.5,335.0,1337.5,512.5
6nlROBgKAnA_00,117,2,0,1231.9,87.0,1332.5,148.0
6nlROBgKAnA_00,117,1,0,1205.0,352.5,1343.8,536.2
6nlROBgKAnA_00,120,2,0,1232.5,87.7,1332.5,148.9
6nlROBgKAnA_00,120,1,0,1203.8,358.4,1345.0,557.8
6nlROBgKAnA_00,123,7,0,949.4,365.0,1066.9,472.5
6nlROBgKAnA_00,123,1,0,1205.6,376.2,1355.0,580.0
6nlROBgKAnA_00,126,7,0,958.8,353.8,1071.2,457.5
6nlROBgKAnA_00,126,1,0,1207.5,389.4,1362.5,603.1
6nlROBgKAnA_00,129,7,0,967.5,338.8,1072.5,438.8
6nlROBgKAnA_00,129,1,0,1211.9,410.0,1367.5,625.0
6nlROBgKAnA_00,132,7,0,971.2,328.8,1073.8,423.1
6nlROBgKAnA_00,132,1,0,1216.9,426.2,1377.5,650.6
6nlROBgKAnA_00,135,7,0,976.2,316.4,1071.2,407.5
6nlROBgKAnA_00,135,1,0,1220.6,443.8,1385.0,683.1
6nlROBgKAnA_00,138,7,0,981.2,305.0,1073.8,393.1
6nlROBgKAnA_00,138,1,0,1223.1,463.8,1397.5,726.2
6nlROBgKAnA_00,141,7,0,987.5,291.7,1070.0,378.1
6nlROBgKAnA_00,141,2,0,1231.9,88.3,1332.5,142.8
6nlROBgKAnA_00,144,7,0,992.5,280.3,1075.0,365.9
6nlROBgKAnA_00,144,2,0,1231.2,88.6,1333.8,142.8
6nlROBgKAnA_00,147,7,0,993.8,270.3,1073.8,356.2
6nlROBgKAnA_00,147,2,0,1231.2,87.0,1333.8,143.0
6nlROBgKAnA_00,150,9,0,1057.5,175.0,1190.0,255.0
6nlROBgKAnA_00,150,7,0,996.9,261.6,1074.4,342.8
6nlROBgKAnA_00,150,2,0,1230.6,87.1,1335.0,142.7
6nlROBgKAnA_00,153,9,0,1000.6,183.1,1159.4,331.9
6nlROBgKAnA_00,153,2,0,1230.6,88.4,1335.0,143.4
6nlROBgKAnA_00,156,9,0,980.0,189.7,1145.0,315.9
6nlROBgKAnA_00,156,2,0,1226.2,85.9,1323.8,141.9
6nlROBgKAnA_00,159,9,0,961.2,191.4,1108.8,318.0
6nlROBgKAnA_00,159,2,0,1226.2,85.8,1331.2,142.0
6nlROBgKAnA_00,159,1,0,1320.0,781.2,1525.0,1007.5
6nlROBgKAnA_00,162,9,0,931.2,191.6,1101.2,313.8
6nlROBgKAnA_00,162,2,0,1226.2,85.6,1331.2,142.2
6nlROBgKAnA_00,165,9,0,913.8,192.5,1123.8,322.5
6nlROBgKAnA_00,165,2,0,1225.0,85.5,1322.5,141.1
6nlROBgKAnA_00,168,9,0,898.8,197.5,1130.0,327.5
6nlROBgKAnA_00,168,2,0,1226.2,85.3,1318.8,140.5
6nlROBgKAnA_00,171,10,0,938.8,246.2,1131.2,327.8
6nlROBgKAnA_00,171,9,0,885.0,204.1,1041.2,313.4
6nlROBgKAnA_00,171,2,0,1226.2,85.7,1318.8,140.9
6nlROBgKAnA_00,174,10,0,933.8,250.0,1133.8,334.4
6nlROBgKAnA_00,174,9,0,872.5,210.6,1032.5,310.0
6nlROBgKAnA_00,174,2,0,1226.2,85.2,1328.8,142.0
6nlROBgKAnA_00,177,10,0,933.8,249.7,1133.8,334.1
6nlROBgKAnA_00,177,9,0,861.9,211.2,1030.6,310.0
6nlROBgKAnA_00,177,2,0,1225.0,85.0,1330.0,142.2
6nlROBgKAnA_00,180,10,0,965.0,252.8,1140.0,335.9
6nlROBgKAnA_00,180,9,0,851.2,211.9,1021.2,321.2
6nlROBgKAnA_00,180,2,0,1225.0,84.5,1330.0,142.3
6nlROBgKAnA_00,183,10,0,987.5,253.1,1142.5,335.9
6nlROBgKAnA_00,183,9,0,841.2,211.6,1013.8,333.1
6nlROBgKAnA_00,183,2,0,1225.0,84.1,1331.2,144.1
6nlROBgKAnA_00,186,10,0,973.8,255.3,1146.2,337.2
6nlROBgKAnA_00,186,9,0,833.8,214.1,1003.8,339.1
6nlROBgKAnA_00,186,2,0,1226.2,83.3,1331.2,143.0
6nlROBgKAnA_00,189,10,0,976.2,253.8,1148.8,336.6
6nlROBgKAnA_00,189,9,0,822.5,215.3,992.5,339.1
6nlROBgKAnA_00,189,2,0,1226.2,84.5,1331.2,145.2
6nlROBgKAnA_00,192,10,0,978.1,256.6,1149.4,337.8
6nlROBgKAnA_00,192,9,0,811.2,219.4,986.2,341.9
6nlROBgKAnA_00,192,2,0,1223.8,86.6,1328.8,144.7
6nlROBgKAnA_00,195,16,0,458.1,574.4,743.1,734.4
6nlROBgKAnA_00,195,10,0,979.4,260.3,1150.6,339.1
6nlROBgKAnA_00,195,9,0,800.0,223.8,977.5,328.1
6nlROBgKAnA_00,195,2,0,1226.2,82.3,1331.2,144.8
6nlROBgKAnA_00,198,16,0,463.1,574.4,743.8,750.6
6nlROBgKAnA_00,198,10,0,987.5,259.7,1155.0,339.1
6nlROBgKAnA_00,198,9,0,790.6,225.6,964.4,333.8
6nlROBgKAnA_00,201,16,0,467.5,574.4,746.2,750.6
6nlROBgKAnA_00,201,10,0,973.8,256.6,1156.2,338.1
6nlROBgKAnA_00,204,16,0,466.2,574.4,748.1,741.9
6nlROBgKAnA_00,204,10,0,977.5,259.4,1160.0,339.4
